dataset,column,count,mean,std,min,5%,25%,50%,75%,95%,max,skew
prediction_2025,understat_team_id,2057.0,156.0855614973262,62.856813926514334,71.0,78.0,106.0,141.0,207.0,286.0,291.0,0.7270651744899352
prediction_2025,understat_player_id,2057.0,8726.200291686922,4104.7915354324505,40.0,831.4000000000001,6145.0,9514.0,12149.0,13946.4,14518.0,-0.5599165237711742
prediction_2025,understat_matches,2057.0,19.768595041322314,9.124512972442695,1.0,2.0,13.0,22.0,27.0,32.0,34.0,-0.4741683426368983
prediction_2025,understat_minutes,2057.0,1284.6937287311619,834.1042870047827,1.0,56.80000000000001,573.0,1231.0,1966.0,2700.0,3060.0,0.19604872291929948
prediction_2025,understat_goals,2057.0,1.7369956246961595,2.781147853277525,0.0,0.0,0.0,1.0,2.0,8.0,33.0,3.0674774376216885
prediction_2025,understat_xg,2057.0,1.9927668055204673,2.841182501499334,0.0,0.0,0.2162238508462906,0.9692354239523412,2.48070022277534,8.25696424357593,27.819826903752983,2.8431608398206194
prediction_2025,understat_np_goals,2057.0,1.5712202236266408,2.4371293230311672,0.0,0.0,0.0,1.0,2.0,7.0,23.0,2.7339703005433753
prediction_2025,understat_np_xg,2057.0,1.829899068533643,2.5034770897434546,0.0,0.0,0.215122521854937,0.9428485333919524,2.337881337851286,7.131413055956362,22.83725356310606,2.6595667857328493
prediction_2025,understat_assists,2057.0,1.2061254253767624,1.758332417073087,0.0,0.0,0.0,1.0,2.0,5.0,18.0,2.6821423192081313
prediction_2025,understat_xa,2057.0,1.398890228554476,1.7076265121333745,0.0,0.0,0.1523229591548442,0.8169081881642342,2.048470288515091,4.878199256956576,16.364237682893872,2.337971095907918
prediction_2025,understat_shots,2057.0,16.162372386971317,17.539779241702043,0.0,0.0,3.0,11.0,22.0,53.0,117.0,1.8659665443701818
prediction_2025,understat_key_passes,2057.0,12.042780748663102,13.145663931556255,0.0,0.0,2.0,8.0,17.0,39.0,110.0,1.904239873376467
prediction_2025,understat_yellow_cards,2057.0,2.413709285367039,2.230943227409964,0.0,0.0,1.0,2.0,4.0,7.0,11.0,1.0509526184807252
prediction_2025,understat_red_cards,2057.0,0.12056392805055907,0.35430931456961245,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.032480179920206
prediction_2025,understat_xg_chain,2057.0,5.582247468952657,4.880947793851294,0.0,0.09980859309434884,1.9443477019667623,4.387613967061043,7.837335070595145,14.94562541060147,37.61556144058704,1.49665744079228
prediction_2025,understat_xg_buildup,2057.0,3.4094615941707307,3.1521808123545525,0.0,0.041839840449392776,1.0269743390381336,2.64864981174469,4.894559381529689,9.752558517456055,20.93739276379347,1.5404573203573908
prediction_2025,market_value_date,0.0,,,,,,,,,,
prediction_2025,transfermarkt_age_at_season,2057.0,24.744773942634904,4.375993845976143,15.0,18.0,21.0,24.0,28.0,32.0,40.0,0.3598001523912469
prediction_2025,matched_last_transfermarkt,2057.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
prediction_2025,matched_understat,2057.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
prediction_2025,matched_transfermarkt,2057.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
prediction_2025,player_season_duplicate_n,2057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prediction_2025,player_age,2057.0,24.744773942634904,4.375993845976143,15.0,18.0,21.0,24.0,28.0,32.0,40.0,0.3598001523912469
prediction_2025,player_age_sq,2057.0,631.4438502673797,224.72648287074708,225.0,324.0,441.0,576.0,784.0,1024.0,1600.0,0.7710595494855902
prediction_2025,age_peak_gap,2057.0,-2.255226057365095,4.375993845976143,-12.0,-9.0,-6.0,-3.0,1.0,5.0,13.0,0.35980015239124574
prediction_2025,is_u21,2057.0,0.2557122022362664,0.4363668658889903,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.120733797911511
prediction_2025,is_u23,2057.0,0.4205153135634419,0.4937617918444275,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.32226893659964906
prediction_2025,is_over30,2057.0,0.15799708313077296,0.3648269591302419,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.8767021342912609
prediction_2025,player_height_cm,2057.0,183.099173553719,6.657978764104698,163.0,172.0,178.0,183.0,188.0,194.0,205.0,-0.11888484157132725
prediction_2025,player_weight_kg,2057.0,75.78317938745747,7.273536129306157,53.0,64.0,70.0,75.0,81.0,88.0,99.0,0.13799459460602484
